stream_id,user_id,song_id,song_name,artist,genre,duration_seconds,country,device,stream_timestamp
1459,1105,6,Stay,Imagine Dragons,Hip Hop,282,Australia,Desktop,2026-07-07 07:19:00
1460,1175,10,Senorita,Imagine Dragons,Rock,244,UK,Mobile,2026-07-04 06:47:00
1461,1496,5,Believer,Ed Sheeran,,217,USA,Tablet,2026-07-02 17:31:00
1462,1464,2,Levitating,Justin Bieber,Hip Hop,262,Canada,Desktop,2026-07-07 16:48:00
1463,1434,1,Perfect,Dua Lipa,,294,Canada,Tablet,2026-07-06 02:49:00
1464,1259,7,Bad Habits,Justin Bieber,Rock,266,UK,Desktop,2026-07-05 23:34:00
1465,1329,6,Bad Habits,The Weeknd,Pop,189,Canada,Desktop,2026-07-06 17:37:00
1466,1439,3,Blinding Lights,Dua Lipa,rock,223,Australia,Tablet,2026-07-05 20:48:00
1467,1219,1,Blinding Lights,Justin Bieber,Hip Hop,161,Australia,Mobile,2026-07-07 06:34:00
1468,1132,2,Senorita,Imagine Dragons,rock,286,Canada,Desktop,2026-07-02 22:45:00
1469,1022,2,Stay,The Weeknd,Rock,158,USA,Mobile,2026-07-05 12:17:00
1470,1151,7,Shape of You,Justin Bieber,Rock,184,India,Mobile,2026-07-05 05:10:00
1471,1090,7,Bad Habits,The Weeknd,rock,231,Australia,Mobile,2026-07-07 15:27:00
1472,1437,2,Levitating,Dua Lipa,,293,Canada,Desktop,2026-07-01 08:28:00
1473,1217,4,Perfect,Ed Sheeran,Pop,208,India,Tablet,2026-07-05 21:50:00
1474,1177,9,Believer,Justin Bieber,POP,260,India,Desktop,2026-07-07 02:56:00
1475,1092,2,Perfect,Justin Bieber,,292,Canada,Tablet,2026-07-01 23:03:00
1476,1171,9,Bad Habits,Dua Lipa,Rock,194,UK,Desktop,2026-07-04 21:27:00
1477,1468,3,Stay,Justin Bieber,rock,279,Australia,Tablet,2026-07-04 04:25:00
1478,1267,6,Perfect,The Weeknd,Pop,245,UK,Mobile,2026-07-03 16:34:00
1479,1045,1,Perfect,Imagine Dragons,Pop,270,India,Mobile,2026-07-04 16:42:00
1480,1277,9,Thunder,Justin Bieber,rock,255,Canada,Mobile,2026-07-01 02:37:00
1481,1080,4,Levitating,Dua Lipa,Rock,264,India,Desktop,2026-07-06 21:24:00
1482,1066,3,Senorita,Imagine Dragons,Pop,244,India,Tablet,2026-07-03 06:14:00
1483,1078,4,Believer,The Weeknd,POP,261,Australia,Desktop,2026-07-04 20:57:00
1484,1440,6,Blinding Lights,The Weeknd,Pop,290,Canada,Tablet,2026-07-05 02:16:00
1485,1251,2,Bad Habits,Imagine Dragons,Rock,283,USA,Mobile,2026-07-03 03:10:00
1486,1316,10,Perfect,Imagine Dragons,,274,India,Tablet,2026-07-07 21:01:00
1487,1282,3,Levitating,Justin Bieber,Hip Hop,256,UK,Mobile,2026-07-01 14:32:00
1488,1144,5,Believer,Justin Bieber,rock,173,India,Desktop,2026-07-03 16:08:00
1489,1301,4,Levitating,Justin Bieber,,164,Canada,Tablet,2026-07-05 14:30:00
1490,1124,8,Levitating,Imagine Dragons,Hip Hop,253,UK,Desktop,2026-07-04 13:18:00
1491,1028,7,Blinding Lights,The Weeknd,POP,259,India,Desktop,2026-07-04 08:29:00
1492,1051,2,Blinding Lights,Justin Bieber,,196,India,Desktop,2026-07-06 18:47:00
1493,1324,1,Peaches,Dua Lipa,POP,187,UK,Mobile,2026-07-01 17:35:00
1494,1018,5,Shape of You,Dua Lipa,Hip Hop,281,Canada,Desktop,2026-07-06 19:36:00
1495,1472,9,Stay,Imagine Dragons,rock,208,Australia,Tablet,2026-07-04 23:11:00
1496,1397,5,Senorita,Imagine Dragons,POP,241,Canada,Desktop,2026-07-04 01:01:00
1497,1112,7,Perfect,Imagine Dragons,Rock,225,India,Mobile,2026-07-02 10:07:00
1498,1271,10,Blinding Lights,The Weeknd,rock,254,Canada,Desktop,2026-07-06 05:32:00
1499,1236,2,Bad Habits,The Weeknd,rock,194,UK,Tablet,2026-07-05 01:08:00
1500,1055,7,Senorita,Imagine Dragons,Pop,166,India,Desktop,2026-07-03 12:55:00
1501,1238,2,Bad Habits,Ed Sheeran,Pop,171,USA,Tablet,2026-07-03 16:44:00
1502,1052,1,Levitating,Ed Sheeran,Hip Hop,234,Canada,Desktop,2026-07-04 12:35:00
1503,1470,4,Peaches,Dua Lipa,Hip Hop,167,India,Tablet,2026-07-02 00:01:00
1504,1337,5,Blinding Lights,Ed Sheeran,Rock,206,Australia,Mobile,2026-07-01 22:29:00
1505,1208,5,Peaches,Dua Lipa,POP,202,India,Desktop,2026-07-07 00:58:00
1506,1174,7,Senorita,Imagine Dragons,Rock,238,USA,Desktop,2026-07-03 14:21:00
1507,1485,2,Blinding Lights,Dua Lipa,Pop,171,UK,Tablet,2026-07-03 22:44:00
1508,1074,1,Thunder,Justin Bieber,Hip Hop,240,UK,Mobile,2026-07-01 06:36:00
1509,1429,6,Peaches,Imagine Dragons,POP,274,UK,Mobile,2026-07-05 14:08:00
1510,1367,6,Thunder,Imagine Dragons,POP,276,Canada,Mobile,2026-07-02 21:18:00
1511,1163,3,Senorita,Ed Sheeran,rock,296,Canada,Tablet,2026-07-02 01:07:00
1512,1392,10,Perfect,Dua Lipa,,289,UK,Desktop,2026-07-05 13:09:00
1513,1498,6,Stay,Justin Bieber,Hip Hop,230,UK,Tablet,2026-07-07 04:17:00
1514,1479,2,Peaches,Imagine Dragons,,205,Australia,Tablet,2026-07-04 03:07:00
1515,1233,2,Thunder,Ed Sheeran,Pop,176,India,Tablet,2026-07-03 19:42:00
1516,1045,5,Peaches,Justin Bieber,POP,194,Canada,Mobile,2026-07-07 15:53:00
1517,1269,4,Stay,Imagine Dragons,Hip Hop,201,USA,Tablet,2026-07-07 01:43:00
1518,1324,8,Believer,The Weeknd,Hip Hop,204,Australia,Mobile,2026-07-01 04:46:00
1519,1049,6,Thunder,The Weeknd,,206,Australia,Desktop,2026-07-07 17:41:00
1520,1479,2,Stay,Justin Bieber,POP,265,Australia,Desktop,2026-07-01 01:39:00
1521,1492,4,Stay,Dua Lipa,Pop,188,USA,Tablet,2026-07-06 07:10:00
1522,1330,2,Peaches,Ed Sheeran,,292,India,Mobile,2026-07-02 02:25:00
1523,1395,10,Perfect,The Weeknd,Hip Hop,220,UK,Desktop,2026-07-02 22:11:00
1524,1161,6,Believer,Imagine Dragons,POP,221,India,Tablet,2026-07-07 11:33:00
1525,1399,4,Believer,Ed Sheeran,POP,238,Australia,Tablet,2026-07-03 13:15:00
1526,1011,8,Believer,Dua Lipa,POP,167,India,Desktop,2026-07-07 04:05:00
1527,1443,2,Levitating,The Weeknd,,215,Canada,Mobile,2026-07-02 17:53:00
1528,1291,8,Thunder,Imagine Dragons,Pop,232,India,Tablet,2026-07-02 03:23:00
1529,1306,2,Believer,Justin Bieber,Hip Hop,261,UK,Tablet,2026-07-05 13:22:00
1530,1142,10,Bad Habits,Imagine Dragons,rock,276,UK,Desktop,2026-07-05 10:02:00
1531,1144,4,Senorita,Imagine Dragons,Hip Hop,225,USA,Mobile,2026-07-02 19:46:00
1532,1039,6,Bad Habits,Dua Lipa,POP,218,Canada,Mobile,2026-07-03 19:54:00
1533,1446,2,Believer,Imagine Dragons,POP,250,UK,Mobile,2026-07-05 06:27:00
1534,1052,8,Shape of You,Justin Bieber,Rock,213,Australia,Desktop,2026-07-04 17:48:00
1535,1448,3,Levitating,Justin Bieber,,216,Australia,Desktop,2026-07-06 20:10:00
1536,1410,6,Believer,Imagine Dragons,Pop,294,USA,Desktop,2026-07-05 18:20:00
1537,1036,2,Stay,Imagine Dragons,Rock,277,UK,Tablet,2026-07-01 04:20:00
1538,1145,5,Peaches,Dua Lipa,rock,151,USA,Tablet,2026-07-05 11:29:00
1539,1280,8,Perfect,Dua Lipa,rock,255,Australia,Tablet,2026-07-07 10:59:00
1540,1001,1,Bad Habits,Ed Sheeran,rock,260,USA,Tablet,2026-07-04 05:26:00
1541,1101,7,Bad Habits,The Weeknd,rock,174,USA,Mobile,2026-07-07 11:02:00
1542,1388,7,Stay,Ed Sheeran,Hip Hop,179,Canada,Mobile,2026-07-02 03:43:00
1543,1196,1,Levitating,Dua Lipa,Rock,246,Australia,Mobile,2026-07-03 21:29:00
1544,1120,5,Believer,Justin Bieber,Hip Hop,262,Australia,Tablet,2026-07-05 21:20:00
1545,1008,10,Peaches,Justin Bieber,Hip Hop,286,Australia,Mobile,2026-07-05 17:50:00
1546,1425,9,Levitating,The Weeknd,Rock,290,India,Mobile,2026-07-04 18:38:00
1547,1310,6,Senorita,Justin Bieber,POP,216,UK,Tablet,2026-07-07 07:07:00
1548,1181,5,Shape of You,Ed Sheeran,POP,265,Australia,Desktop,2026-07-05 09:22:00
1549,1172,1,Blinding Lights,Justin Bieber,Hip Hop,220,Canada,Mobile,2026-07-04 17:08:00
1550,1314,6,Peaches,Dua Lipa,POP,287,Australia,Desktop,2026-07-02 07:33:00
1551,1273,7,Thunder,The Weeknd,,229,India,Desktop,2026-07-05 05:32:00
1552,1214,8,Thunder,Justin Bieber,Pop,153,USA,Desktop,2026-07-02 04:18:00
1553,1100,6,Perfect,Justin Bieber,Rock,210,Canada,Tablet,2026-07-03 17:28:00
1554,1237,7,Peaches,Ed Sheeran,Rock,294,UK,Mobile,2026-07-02 15:49:00
1555,1437,1,Senorita,Dua Lipa,,240,India,Mobile,2026-07-07 12:55:00
1556,1126,9,Peaches,Ed Sheeran,rock,185,India,Mobile,2026-07-04 07:24:00
1557,1271,8,Peaches,The Weeknd,Hip Hop,226,UK,Tablet,2026-07-04 14:12:00
1558,1082,3,Peaches,The Weeknd,Rock,227,UK,Mobile,2026-07-07 07:38:00
1559,1480,2,Stay,The Weeknd,rock,215,USA,Desktop,2026-07-04 09:29:00
1560,1018,1,Thunder,The Weeknd,Hip Hop,267,UK,Desktop,2026-07-04 15:38:00
1561,1032,6,Peaches,Ed Sheeran,Pop,246,Canada,Tablet,2026-07-01 07:08:00
1562,1148,5,Believer,Justin Bieber,Rock,164,USA,Desktop,2026-07-01 17:02:00
1563,1136,2,Thunder,Ed Sheeran,,297,UK,Desktop,2026-07-03 07:10:00
1564,1297,6,Peaches,Imagine Dragons,rock,236,Australia,Desktop,2026-07-07 19:15:00
1565,1247,7,Thunder,The Weeknd,Pop,244,Australia,Mobile,2026-07-01 11:02:00
1566,1379,10,Levitating,Dua Lipa,POP,271,UK,Tablet,2026-07-06 10:40:00
1567,1234,1,Perfect,Imagine Dragons,,213,USA,Tablet,2026-07-05 15:58:00
1568,1162,6,Blinding Lights,Justin Bieber,,230,India,Mobile,2026-07-04 05:20:00
1569,1034,7,Stay,Dua Lipa,POP,240,Canada,Mobile,2026-07-03 23:46:00
1570,1343,6,Believer,Imagine Dragons,Rock,161,USA,Tablet,2026-07-02 14:38:00
1571,1300,6,Thunder,Dua Lipa,rock,213,India,Desktop,2026-07-03 16:41:00
1572,1491,3,Peaches,Dua Lipa,rock,164,Australia,Desktop,2026-07-01 03:25:00
1573,1112,8,Thunder,Ed Sheeran,Pop,198,Canada,Tablet,2026-07-06 13:01:00
1574,1256,2,Shape of You,Dua Lipa,Rock,260,India,Tablet,2026-07-02 10:14:00
1575,1000,6,Shape of You,Dua Lipa,Rock,257,UK,Tablet,2026-07-01 23:22:00
1576,1046,5,Blinding Lights,Dua Lipa,Hip Hop,187,UK,Tablet,2026-07-02 21:11:00
1577,1249,6,Shape of You,The Weeknd,POP,192,Australia,Desktop,2026-07-02 13:38:00
1578,1159,2,Thunder,Imagine Dragons,Rock,245,Australia,Desktop,2026-07-01 13:08:00
1579,1007,5,Levitating,Imagine Dragons,Pop,198,India,Tablet,2026-07-02 10:31:00
1580,1331,3,Levitating,Ed Sheeran,Pop,192,UK,Desktop,2026-07-01 21:36:00
1581,1285,4,Thunder,Ed Sheeran,Rock,287,UK,Mobile,2026-07-07 07:16:00
1582,1021,9,Levitating,Dua Lipa,,164,Australia,Mobile,2026-07-03 19:44:00
1583,1176,9,Bad Habits,Justin Bieber,POP,191,UK,Mobile,2026-07-07 23:07:00
1584,1141,9,Blinding Lights,Imagine Dragons,,221,USA,Tablet,2026-07-02 17:36:00
1585,1098,8,Shape of You,Justin Bieber,Rock,231,Canada,Mobile,2026-07-05 15:11:00
1586,1012,1,Thunder,Dua Lipa,rock,192,India,Desktop,2026-07-01 17:26:00
1587,1462,8,Bad Habits,The Weeknd,rock,172,Canada,Desktop,2026-07-01 00:02:00
1588,1310,3,Blinding Lights,Justin Bieber,Pop,203,UK,Tablet,2026-07-06 09:00:00
1589,1222,5,Thunder,The Weeknd,Rock,161,India,Mobile,2026-07-01 00:02:00
1590,1153,2,Levitating,Ed Sheeran,Pop,160,UK,Tablet,2026-07-02 07:05:00
1591,1322,8,Perfect,Ed Sheeran,rock,244,Canada,Mobile,2026-07-05 16:54:00
1592,1189,8,Perfect,The Weeknd,,265,Australia,Mobile,2026-07-06 14:56:00
1593,1116,9,Peaches,Dua Lipa,POP,273,UK,Tablet,2026-07-04 11:45:00
1594,1330,7,Stay,Ed Sheeran,,234,Canada,Desktop,2026-07-05 14:13:00
1595,1122,2,Bad Habits,Ed Sheeran,Hip Hop,296,Canada,Mobile,2026-07-02 09:56:00
1596,1004,3,Shape of You,Justin Bieber,Rock,281,UK,Tablet,2026-07-01 19:39:00
1597,1126,3,Believer,Justin Bieber,Pop,182,UK,Tablet,2026-07-06 12:22:00
1598,1198,10,Stay,The Weeknd,,280,Canada,Desktop,2026-07-06 10:08:00
1599,1389,3,Senorita,Justin Bieber,POP,199,USA,Mobile,2026-07-01 21:51:00
1600,1035,2,Bad Habits,Dua Lipa,,215,India,Mobile,2026-07-01 17:59:00
1601,1020,7,Levitating,Imagine Dragons,Rock,210,Canada,Desktop,2026-07-05 13:58:00
1602,1485,8,Believer,Ed Sheeran,POP,215,Australia,Desktop,2026-07-07 11:00:00
1603,1464,10,Perfect,Ed Sheeran,,208,UK,Desktop,2026-07-07 01:46:00
1604,1493,5,Levitating,Imagine Dragons,,171,Canada,Tablet,2026-07-01 20:46:00
1605,1298,4,Senorita,The Weeknd,Rock,244,Australia,Mobile,2026-07-03 17:45:00
1606,1109,9,Perfect,Justin Bieber,POP,241,USA,Tablet,2026-07-02 11:39:00
1607,1089,1,Believer,Ed Sheeran,POP,278,UK,Desktop,2026-07-01 13:27:00
1608,1071,4,Stay,Ed Sheeran,,287,India,Tablet,2026-07-06 02:19:00
1609,1105,7,Blinding Lights,Dua Lipa,Rock,291,Canada,Desktop,2026-07-01 11:20:00
1610,1124,6,Blinding Lights,The Weeknd,Pop,169,UK,Desktop,2026-07-03 18:53:00
1611,1441,10,Perfect,Justin Bieber,rock,280,Australia,Mobile,2026-07-02 18:22:00
1612,1234,1,Thunder,Justin Bieber,rock,261,India,Desktop,2026-07-01 01:00:00
1613,1243,4,Shape of You,Justin Bieber,Rock,292,India,Tablet,2026-07-03 17:12:00
1614,1321,4,Believer,Justin Bieber,POP,150,Canada,Mobile,2026-07-06 10:16:00
1615,1140,8,Bad Habits,Imagine Dragons,Pop,276,Australia,Mobile,2026-07-02 14:01:00
1616,1472,7,Peaches,Justin Bieber,Pop,239,USA,Mobile,2026-07-03 01:28:00
1617,1401,2,Blinding Lights,Dua Lipa,Rock,187,India,Tablet,2026-07-03 17:10:00
1618,1065,8,Thunder,Ed Sheeran,Rock,165,USA,Mobile,2026-07-02 20:31:00
1619,1212,9,Perfect,The Weeknd,rock,284,USA,Desktop,2026-07-03 09:23:00
1620,1169,8,Thunder,Dua Lipa,Rock,276,USA,Desktop,2026-07-02 16:39:00
1621,1002,7,Bad Habits,Ed Sheeran,Pop,187,Australia,Desktop,2026-07-07 11:37:00
1622,1324,6,Believer,Imagine Dragons,Rock,180,Australia,Mobile,2026-07-02 13:43:00
1623,1061,7,Thunder,Imagine Dragons,Hip Hop,201,USA,Mobile,2026-07-02 21:49:00
1624,1272,3,Thunder,Imagine Dragons,Pop,205,Australia,Tablet,2026-07-07 18:06:00
1625,1306,9,Stay,Ed Sheeran,Hip Hop,283,Australia,Tablet,2026-07-03 09:35:00
1626,1110,1,Peaches,Ed Sheeran,Hip Hop,174,USA,Mobile,2026-07-03 06:23:00
1627,1249,2,Shape of You,Imagine Dragons,rock,194,Canada,Tablet,2026-07-05 11:56:00
1628,1161,2,Blinding Lights,Imagine Dragons,Pop,282,USA,Tablet,2026-07-03 17:10:00
1629,1455,8,Shape of You,Imagine Dragons,Hip Hop,157,UK,Tablet,2026-07-01 07:18:00
1630,1374,9,Blinding Lights,Ed Sheeran,Pop,250,USA,Tablet,2026-07-02 17:26:00
1631,1209,3,Thunder,Imagine Dragons,rock,264,India,Mobile,2026-07-02 22:07:00
1632,1344,5,Believer,The Weeknd,Pop,236,Canada,Mobile,2026-07-02 11:36:00
1633,1192,8,Perfect,The Weeknd,POP,283,India,Tablet,2026-07-06 14:37:00
1634,1329,2,Thunder,Dua Lipa,Pop,255,UK,Desktop,2026-07-04 17:56:00
1635,1189,8,Blinding Lights,The Weeknd,Pop,282,India,Tablet,2026-07-07 01:30:00
1636,1033,6,Bad Habits,Imagine Dragons,Hip Hop,211,UK,Mobile,2026-07-04 03:23:00
1637,1266,5,Thunder,The Weeknd,,174,India,Desktop,2026-07-06 00:39:00
1638,1468,3,Believer,The Weeknd,rock,201,Australia,Mobile,2026-07-01 13:33:00
1639,1046,9,Stay,Ed Sheeran,,277,USA,Mobile,2026-07-05 03:20:00
1640,1071,4,Peaches,Imagine Dragons,Hip Hop,227,Australia,Tablet,2026-07-06 15:41:00
1641,1404,5,Senorita,Ed Sheeran,,293,UK,Desktop,2026-07-01 19:33:00
1642,1358,3,Senorita,Imagine Dragons,rock,196,Canada,Mobile,2026-07-03 00:16:00
1643,1337,5,Senorita,The Weeknd,POP,212,India,Tablet,2026-07-06 15:02:00
1644,1450,4,Perfect,Dua Lipa,rock,193,Australia,Desktop,2026-07-04 01:16:00
1645,1244,7,Stay,Dua Lipa,Rock,170,India,Mobile,2026-07-03 23:39:00
1646,1087,5,Believer,Imagine Dragons,rock,196,UK,Tablet,2026-07-04 05:57:00
1647,1147,6,Levitating,Ed Sheeran,,279,Canada,Tablet,2026-07-06 20:43:00
1648,1435,6,Levitating,Ed Sheeran,Pop,220,India,Tablet,2026-07-07 19:52:00
1649,1492,9,Thunder,Ed Sheeran,,232,Canada,Desktop,2026-07-07 23:51:00
1650,1062,4,Levitating,Imagine Dragons,Rock,297,Canada,Mobile,2026-07-05 21:41:00
1651,1373,5,Shape of You,Justin Bieber,rock,268,India,Desktop,2026-07-01 19:25:00
1652,1272,8,Senorita,The Weeknd,Hip Hop,271,UK,Mobile,2026-07-01 18:05:00
1653,1015,3,Believer,Justin Bieber,Pop,261,Canada,Mobile,2026-07-03 19:12:00
1654,1282,5,Levitating,The Weeknd,Rock,194,UK,Tablet,2026-07-04 07:41:00
1655,1235,10,Bad Habits,Justin Bieber,Rock,153,USA,Tablet,2026-07-07 02:43:00
1656,1294,5,Levitating,Ed Sheeran,,185,Australia,Desktop,2026-07-01 07:03:00
1657,1133,5,Blinding Lights,The Weeknd,,225,India,Desktop,2026-07-07 14:40:00
1658,1335,5,Thunder,Dua Lipa,rock,170,Australia,Tablet,2026-07-03 05:53:00
1659,1381,7,Levitating,Imagine Dragons,Hip Hop,160,Canada,Desktop,2026-07-07 20:56:00
1660,1454,10,Blinding Lights,The Weeknd,Hip Hop,290,Canada,Tablet,2026-07-03 02:44:00
1661,1270,8,Bad Habits,Justin Bieber,Rock,264,USA,Tablet,2026-07-01 20:03:00
1662,1425,10,Levitating,Ed Sheeran,rock,191,UK,Desktop,2026-07-07 20:00:00
1663,1477,8,Blinding Lights,Imagine Dragons,Rock,175,India,Tablet,2026-07-03 11:38:00
1664,1477,10,Believer,Ed Sheeran,POP,155,Australia,Mobile,2026-07-03 03:31:00
1665,1412,5,Levitating,Dua Lipa,Hip Hop,203,Australia,Tablet,2026-07-07 03:16:00
1666,1353,9,Blinding Lights,Imagine Dragons,Rock,214,Australia,Mobile,2026-07-01 10:24:00
1667,1393,10,Shape of You,The Weeknd,POP,233,Canada,Desktop,2026-07-01 03:04:00
1668,1420,3,Stay,Imagine Dragons,,170,USA,Desktop,2026-07-06 14:41:00
1669,1093,6,Blinding Lights,Justin Bieber,,209,Australia,Desktop,2026-07-01 20:51:00
1670,1110,4,Levitating,Dua Lipa,Rock,273,Canada,Mobile,2026-07-05 16:11:00
1671,1355,8,Shape of You,Ed Sheeran,Pop,198,Australia,Mobile,2026-07-06 02:01:00
1672,1229,7,Thunder,The Weeknd,Hip Hop,174,Australia,Desktop,2026-07-01 02:40:00
1673,1362,9,Believer,Justin Bieber,Pop,243,Australia,Desktop,2026-07-03 11:42:00
1674,1156,7,Blinding Lights,Justin Bieber,Hip Hop,208,Australia,Mobile,2026-07-06 08:16:00
1675,1199,4,Senorita,Justin Bieber,Rock,249,UK,Tablet,2026-07-07 22:04:00
1676,1220,8,Perfect,Imagine Dragons,rock,205,Australia,Mobile,2026-07-03 16:41:00
1677,1436,5,Perfect,Ed Sheeran,Rock,246,UK,Tablet,2026-07-01 11:54:00
1678,1001,8,Perfect,Dua Lipa,Hip Hop,197,Australia,Tablet,2026-07-01 16:36:00
1679,1472,9,Peaches,Ed Sheeran,rock,243,UK,Mobile,2026-07-04 05:54:00
1680,1447,8,Blinding Lights,Justin Bieber,Rock,219,UK,Desktop,2026-07-05 22:42:00
1681,1066,3,Stay,Justin Bieber,,199,USA,Mobile,2026-07-05 16:47:00
1682,1411,6,Believer,The Weeknd,POP,293,Canada,Desktop,2026-07-02 04:29:00
1683,1065,4,Blinding Lights,Dua Lipa,Rock,266,UK,Tablet,2026-07-07 09:53:00
1684,1313,3,Stay,The Weeknd,Rock,171,USA,Tablet,2026-07-06 02:08:00
1685,1064,9,Believer,The Weeknd,Pop,226,UK,Mobile,2026-07-01 22:27:00
1686,1032,3,Believer,Ed Sheeran,Rock,167,USA,Mobile,2026-07-01 20:28:00
1687,1241,4,Perfect,Justin Bieber,Hip Hop,182,India,Desktop,2026-07-04 18:40:00
1688,1002,10,Stay,Ed Sheeran,Rock,292,USA,Mobile,2026-07-02 23:14:00
1689,1295,5,Bad Habits,Justin Bieber,Hip Hop,256,Canada,Desktop,2026-07-02 10:02:00
1690,1014,9,Shape of You,Ed Sheeran,Rock,294,India,Tablet,2026-07-07 05:20:00
1691,1163,8,Shape of You,Ed Sheeran,POP,165,Canada,Mobile,2026-07-04 00:49:00
1692,1458,9,Shape of You,Justin Bieber,Rock,230,UK,Desktop,2026-07-01 01:28:00
1693,1376,7,Perfect,Imagine Dragons,,203,Australia,Tablet,2026-07-02 07:41:00
1694,1021,5,Believer,Imagine Dragons,Pop,281,India,Tablet,2026-07-05 03:22:00
1695,1220,9,Stay,Ed Sheeran,Rock,237,India,Tablet,2026-07-03 02:49:00
1696,1161,5,Blinding Lights,Justin Bieber,,172,Australia,Tablet,2026-07-03 16:08:00
1697,1458,10,Perfect,The Weeknd,Hip Hop,248,UK,Mobile,2026-07-01 02:34:00
1698,1415,6,Peaches,The Weeknd,POP,164,India,Desktop,2026-07-03 06:14:00
1699,1310,2,Blinding Lights,Ed Sheeran,Pop,190,USA,Mobile,2026-07-07 21:38:00
1700,1378,6,Levitating,The Weeknd,Hip Hop,226,India,Desktop,2026-07-05 16:52:00
1701,1375,2,Thunder,Ed Sheeran,Pop,279,UK,Tablet,2026-07-02 05:32:00
1702,1229,6,Blinding Lights,Ed Sheeran,rock,257,India,Desktop,2026-07-05 06:30:00
1703,1085,8,Stay,Imagine Dragons,,286,Australia,Mobile,2026-07-05 18:59:00
1704,1484,2,Bad Habits,Imagine Dragons,rock,230,UK,Mobile,2026-07-04 10:50:00
1705,1025,9,Believer,Ed Sheeran,POP,162,USA,Tablet,2026-07-06 08:30:00
1706,1422,9,Believer,Ed Sheeran,Rock,216,India,Desktop,2026-07-06 19:46:00
1707,1392,3,Stay,The Weeknd,Rock,170,India,Tablet,2026-07-07 09:06:00
1708,1236,6,Thunder,The Weeknd,POP,219,Canada,Tablet,2026-07-07 10:12:00
1709,1472,1,Perfect,Ed Sheeran,Rock,239,India,Desktop,2026-07-07 09:21:00
1710,1282,5,Bad Habits,The Weeknd,rock,277,Canada,Mobile,2026-07-04 16:03:00
1711,1382,1,Senorita,Justin Bieber,rock,277,UK,Mobile,2026-07-05 15:34:00
1712,1045,1,Peaches,Dua Lipa,POP,242,UK,Desktop,2026-07-01 19:41:00
1713,1249,9,Believer,Ed Sheeran,rock,267,USA,Desktop,2026-07-03 15:50:00
1714,1087,9,Bad Habits,Ed Sheeran,Rock,220,USA,Tablet,2026-07-01 00:09:00
1715,1011,5,Shape of You,Imagine Dragons,POP,269,Canada,Desktop,2026-07-01 16:24:00
1716,1351,9,Peaches,Ed Sheeran,Rock,228,UK,Desktop,2026-07-01 21:21:00
1717,1473,4,Blinding Lights,Justin Bieber,rock,172,Australia,Desktop,2026-07-05 02:02:00
1718,1157,6,Shape of You,The Weeknd,POP,190,Australia,Desktop,2026-07-06 14:17:00
1719,1492,1,Levitating,Justin Bieber,Pop,246,USA,Mobile,2026-07-03 19:33:00
1720,1353,6,Blinding Lights,Imagine Dragons,POP,230,Canada,Mobile,2026-07-01 04:23:00
1721,1302,3,Blinding Lights,Justin Bieber,,168,Canada,Tablet,2026-07-02 16:17:00
1722,1260,8,Bad Habits,Imagine Dragons,POP,153,Canada,Mobile,2026-07-02 08:26:00
1723,1484,1,Peaches,Dua Lipa,Pop,243,UK,Tablet,2026-07-03 05:38:00
1724,1234,2,Bad Habits,Dua Lipa,Hip Hop,160,Canada,Tablet,2026-07-05 14:13:00
1725,1421,3,Senorita,Ed Sheeran,Hip Hop,159,UK,Mobile,2026-07-05 13:47:00
1726,1408,6,Senorita,Justin Bieber,Rock,280,Australia,Desktop,2026-07-04 12:07:00
1727,1395,9,Stay,Ed Sheeran,Pop,208,Australia,Mobile,2026-07-06 05:03:00
1728,1212,6,Senorita,Imagine Dragons,,215,UK,Mobile,2026-07-04 15:56:00
1729,1087,7,Senorita,Justin Bieber,rock,183,USA,Tablet,2026-07-05 08:31:00
1730,1241,4,Levitating,Justin Bieber,Hip Hop,256,Australia,Desktop,2026-07-07 19:39:00
1731,1161,5,Believer,Dua Lipa,Hip Hop,268,UK,Mobile,2026-07-03 17:25:00
1732,1136,8,Shape of You,Justin Bieber,POP,168,USA,Mobile,2026-07-03 19:26:00
1733,1300,9,Bad Habits,Ed Sheeran,Rock,298,Canada,Tablet,2026-07-04 01:39:00
1734,1304,4,Peaches,Imagine Dragons,,271,India,Tablet,2026-07-07 15:20:00
1735,1175,1,Believer,Ed Sheeran,Hip Hop,197,Canada,Tablet,2026-07-04 19:59:00
1736,1383,10,Believer,Justin Bieber,POP,260,UK,Mobile,2026-07-05 12:23:00
1737,1072,9,Shape of You,Imagine Dragons,POP,274,USA,Desktop,2026-07-06 15:25:00
1738,1137,9,Perfect,Dua Lipa,Pop,272,India,Tablet,2026-07-05 08:41:00
1739,1036,8,Thunder,Ed Sheeran,,195,India,Tablet,2026-07-05 20:44:00
1740,1394,10,Stay,Imagine Dragons,,218,Canada,Desktop,2026-07-07 07:46:00
1741,1182,7,Perfect,Imagine Dragons,POP,261,India,Mobile,2026-07-07 18:09:00
1742,1127,6,Shape of You,Justin Bieber,rock,251,UK,Desktop,2026-07-06 08:54:00
1743,1254,6,Thunder,Justin Bieber,Pop,288,USA,Mobile,2026-07-06 13:17:00
1744,1118,5,Peaches,The Weeknd,Hip Hop,249,Australia,Tablet,2026-07-07 09:47:00
1745,1497,8,Believer,Justin Bieber,Pop,222,Australia,Desktop,2026-07-05 06:14:00
